时间,转速（rpm）,电流（A）,扭矩（F.m）,程序状态,轴状态,机床状态,STATUS,G-Code,Program,Tool No.
2017-03-07 8:00:00,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:01,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:02,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:03,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:04,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:05,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:06,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:07,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:08,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:09,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:10,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:11,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:12,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:13,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:14,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:15,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:16,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:17,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:18,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:19,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:20,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:21,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:22,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:23,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:24,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:25,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:26,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:27,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:28,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:29,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:30,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:31,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:32,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:33,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:34,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:35,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:36,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:37,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:38,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:39,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:40,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:41,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:42,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:43,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:44,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:45,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:46,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:47,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:48,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:49,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:50,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:51,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:52,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:53,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:54,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:55,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:56,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:57,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:58,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:00:59,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:00,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:01,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:02,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:03,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:04,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:05,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:06,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:07,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:08,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:09,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:10,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:11,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:12,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:13,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:14,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:15,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:16,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:17,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:18,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:19,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:20,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:21,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:22,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:23,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:24,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:25,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:26,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:27,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:28,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:29,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:30,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:31,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:32,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:33,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:34,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:35,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:36,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:37,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:38,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:39,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:40,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:41,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:42,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:43,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:44,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:45,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:46,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:47,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:48,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:49,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:50,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:51,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:52,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:53,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:54,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:55,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:56,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:57,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:58,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:01:59,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:00,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:01,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:02,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:03,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:04,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:05,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:06,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:07,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:08,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:09,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:10,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:11,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:12,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:13,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:14,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:15,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:16,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:17,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:18,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:19,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:20,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:21,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:22,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:23,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:24,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:25,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:26,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:27,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:28,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:29,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:30,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:31,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:32,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:33,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:34,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:35,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:36,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:37,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:38,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:39,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:40,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:41,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:42,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:43,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:44,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:45,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:46,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:47,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:48,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:49,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:50,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:51,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:52,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:53,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:54,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:55,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:56,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:57,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:58,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:02:59,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:00,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:01,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:02,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:03,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:04,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:05,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:06,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:07,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:08,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:09,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:10,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:11,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:12,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:13,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:14,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:15,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:16,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:17,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:18,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:19,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:20,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:21,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:22,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:23,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:24,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:25,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:26,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:27,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:28,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:29,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:30,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:31,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:32,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:33,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:34,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:35,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:36,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:37,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:38,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:39,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:40,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:41,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:42,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:43,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:44,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:45,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:46,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:47,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:48,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:49,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:50,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:51,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:52,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:53,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:54,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:55,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:56,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:57,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:58,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:03:59,0.00,0.000,0.000,5,1,0,1,C1.T.BF1,1.1,101
2017-03-07 08:04:00,1001.46,10.098,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:01,999.33,9.449,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:02,1000.40,8.715,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:03,999.45,9.840,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:04,999.64,10.090,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:05,1000.19,9.150,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:06,999.24,11.123,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:07,1000.28,9.481,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:08,999.58,8.283,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:09,1000.72,9.322,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:10,1000.40,10.252,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:11,1000.73,10.020,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:12,1000.66,9.879,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:13,999.87,10.581,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:14,1000.74,9.522,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:15,1000.35,11.912,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:16,998.93,7.433,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:17,1000.00,10.280,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:18,999.16,10.163,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:19,1000.08,10.812,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:20,1000.35,10.073,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:21,999.18,10.267,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:22,999.60,10.957,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:23,1000.33,10.631,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:24,1000.59,8.753,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:25,1000.14,10.442,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:26,999.28,8.562,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:27,1000.22,9.629,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:28,999.05,10.873,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:29,1000.24,9.591,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:30,1000.61,10.249,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:31,1000.52,7.642,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:32,1000.35,8.982,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:33,999.88,9.249,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:34,1000.28,10.194,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:35,1000.96,10.308,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:36,999.37,10.390,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:37,1000.63,11.121,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:38,999.88,11.250,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:39,998.89,9.343,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:40,999.70,9.393,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:41,1001.06,11.548,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:42,1000.08,9.572,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:43,1000.54,10.087,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:44,1001.17,8.652,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:45,999.85,11.434,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:46,999.85,8.755,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:47,1000.71,10.429,0.000,5,0,0,2,C1.T.BF1,1.1,101
2017-03-07 08:04:48,1000.13,10.370,0.000,5,0,0,2,C1.T.BF1,1.1,101
